frequency_Hz,frequency_GHz,S11_dB,S21_dB,S11_abs,S21_abs,power_sum
6148000000.0,6.148,-0.24393491380979265,-56.91126046130738,0.9723066460399021,0.001427042728447415,0.9453822503843121
6346000000.0,6.346,-0.2816524026270276,-57.356039478791985,0.9680936687157903,0.0013558074814812144,0.9372071896215252
6544000000.0,6.544,-0.2630404440439396,-55.83858138161751,0.9701703054513653,0.0016146222426260714,0.9412330285845818
6742000000.0,6.742,-0.33228197144951155,-58.12625107599675,0.9624671187835806,0.0012407590345983905,0.926344494222549
6940000000.0,6.94,-0.3051014924303288,-56.301099177641916,0.965483653931359,0.0015308937186465363,0.9321610296442263
7138000000.0,7.138,-0.36464271360772427,-56.64563117204043,0.9588879572422756,0.001471358292974077,0.9194682794394905
7336000000.0,7.336,-0.36972233099967,-58.09570703642991,0.9583273514578122,0.0012451298597912592,0.9183928629005129
7534000000.0,7.534,-0.3884855152717442,-55.84503147873966,0.9562594153086663,0.0016134236775043414,0.9144346725024355
7732000000.0,7.732,-0.4409140277709444,-58.00408995403182,0.9505047655069792,0.0012583327569001405,0.9034608926528045
7930000000.0,7.93,-0.42403564307730246,-56.99320291314586,0.9523535781429728,0.00141364334937173,0.9069793361892428
8128000000.0,8.128,-0.5006887732540432,-56.381503891926876,0.9439860171606012,0.0015167877251282915,0.8911119012397376
8326000000.0,8.326,-0.4850413495187794,-58.50759397618315,0.9456881182206753,0.0011874635873315217,0.8943274270135333
8524000000.0,8.524,-0.544550584001169,-56.31659679279484,0.9392311134437019,0.0015281646891899358,0.8821574197480133
8722000000.0,8.722,-0.5679277370447375,-57.46919508448346,0.9367066709259511,0.0013382592249849908,0.8774211782949314
8920000000.0,8.92,-0.5860161312070709,-57.88069402586498,0.9347580059122321,0.0012763368220035337,0.8737741586526958
9118000000.0,9.118,-0.6555816351395632,-56.362393077856794,0.9273014059365173,0.0015201286564156596,0.8598902082429738
9316000000.0,9.316,-0.6457185649737394,-58.35848270407893,0.9283549806387337,0.0012080248406751307,0.8618444294007591
9514000000.0,9.514,-0.7323447985329405,-57.18211749536094,0.9191423143310657,0.0013832291264356288,0.8448245073166839
9712000000.0,9.712,-0.7347270921973894,-56.72464185334616,0.9188902541796005,0.0014580348590806024,0.8443614250919008
9910000000.0,9.91,-0.7982868987530716,-58.96465120061158,0.9121907312325804,0.0011265940156266249,0.832093199360706
10108000000.0,10.108,-0.846429333301032,-56.43880598578843,0.9071488061091729,0.0015068141876185554,0.822921226914294
10306000000.0,10.306,-0.870412541628271,-57.50982171117413,0.9046474699341586,0.0013320143833056258,0.8183888191205918
10504000000.0,10.504,-0.9631502203502422,-58.8935770326993,0.8950400912796943,0.0011358504341509733,0.8010980551541724
10702000000.0,10.702,-0.9693076662705937,-55.56049563102896,0.8944058202708822,0.0016671520794201773,0.7999645507304858
10900000000.0,10.9,-1.0722447712736192,-59.945879193836106,0.8838687136726282,0.0010062503404386373,0.781224915549054
11098000000.0,11.098,-1.1031665915397102,-56.654182616556284,0.8807277299209861,0.001469910422045527,0.7756834948884224
11296000000.0,11.296,-1.1788748527127122,-55.61388330948418,0.8730844581265134,0.001656936383922916,0.7622792164602477
11494000000.0,11.494,-1.2629123314026245,-63.0795802088638,0.8646779483675365,0.0007014892007425749,0.7476684464801909
11692000000.0,11.692,-1.3043295458116444,-53.89193865039465,0.8605646904361206,0.0020202404733382262,0.7405756677969865
11890000000.0,11.89,-1.4324001520480367,-58.77678877096048,0.8479690327288955,0.0011512259258770784,0.719052805788311
12088000000.0,12.088,-1.4712593091146902,-56.5224693662489,0.8441838404604749,0.0014923700739794996,0.7126485836630344
12286000000.0,12.286,-1.606173456817968,-52.652711808403076,0.8311728087969865,0.002330045541733852,0.6908536671956985
12484000000.0,12.484,-1.6892331903798827,-77.10881137764584,0.823262513155662,0.00013949525371461036,0.6777611850263023
12682000000.0,12.682,-1.800704145495779,-51.200282283172015,0.8127646244970779,0.0027541391949730126,0.6605939201165815
12880000000.0,12.88,-1.9533135089741038,-53.61719540806743,0.7986092286490746,0.0020851640542394827,0.6377810479926029
13078000000.0,13.078,-2.049417742563255,-53.983502858661055,0.7898217932223758,0.0019990555249274674,0.6238224612720012
13276000000.0,13.276,-2.2577501534468256,-48.288979923693645,0.771103176777876,0.0038508003606319632,0.5946149379003497
13474000000.0,13.474,-2.386131369265048,-54.093067377174165,0.7597897520302023,0.001973997649205581,0.5772843639568354
13672000000.0,13.672,-2.6151407442002923,-47.17092307828665,0.7400191574420287,0.004379795631568646,0.5476475359909844
13870000000.0,13.87,-2.8319301830754795,-46.631060852774496,0.721777751273642,0.004660655015273763,0.5209848439388066
14068000000.0,14.068,-3.066122439036474,-48.024826711333404,0.7025769186197323,0.003969708931565309,0.49363008516619905
14266000000.0,14.266,-3.3987735737373037,-43.20937006220899,0.6761784433857263,0.006910850480249888,0.45726504715390426
14464000000.0,14.464,-3.6744819521260914,-44.675088332446066,0.6550521891875689,0.005837751221418334,0.42912744989874985
14662000000.0,14.662,-4.115396114342696,-42.441616911801034,0.6226302178411016,0.007549516774221716,0.38772538337238194
14860000000.0,14.86,-4.523062275316715,-40.35443467026064,0.5940826734028287,0.009600155474325854,0.3530263858225833
15058000000.0,15.058,-5.073126687593637,-41.171881116088365,0.5576268352849296,0.008737877345829983,0.3110240379303967
15256000000.0,15.256,-5.7400028350123,-38.1433201639847,0.5164162007174864,0.012383231494976698,0.2668390367857414
15454000000.0,15.454,-6.495072365786907,-37.214879384838014,0.47341976085429893,0.01378021618153169,0.2243161643253514
15652000000.0,15.652,-7.606749392287638,-36.23460401006549,0.4165455798947955,0.015426585107928556,0.17374819965798366
15850000000.0,15.85,-8.906241149094125,-33.13414543083771,0.3586641279263901,0.02204411806916977,0.12912589980264547
16048000000.0,16.048,-10.918110674773086,-30.886633497969118,0.284507989226708,0.02855409006960607,0.08176013199352777
16246000000.0,16.246,-13.525625437843704,-26.91919431986755,0.21072629338525592,0.045085852304517934,0.04643830480191374
16444000000.0,16.444,-14.241751306628863,-20.977206274058812,0.1940494582769243,0.08935928523507174,0.04564027411529071
16642000000.0,16.642,-8.86731576435883,-14.707387725499132,0.3602750704566557,0.18392070107611055,0.16362495067687627
16840000000.0,16.84,-8.06813592867832,-11.684909850751588,0.3949964601047816,0.26046807924980664,0.2238658238033919
17038000000.0,17.038,-11.843075680894607,-12.517125816026551,0.25576800498593144,0.2366702716147999,0.12143008984070658
17236000000.0,17.236,-10.914863149932504,-12.344475657530062,0.28461438241696996,0.24142165185351674,0.13928976066227386
17434000000.0,17.434,-9.11296842318423,-11.730902849956319,0.3502285764082616,0.25909250950927704,0.18978898421677234
17632000000.0,17.632,-8.172344288034207,-10.991981602825941,0.39028583165426267,0.2820985928654633,0.23190264648673384
17830000000.0,17.83,-8.64665526927426,-10.486709667712152,0.3695449199739993,0.2989954067434384,0.22596170113226371
18028000000.0,18.028,-10.04935589987755,-10.355562074703705,0.31443595808658426,0.3035441701555284,0.1910090349732365
18226000000.0,18.226,-11.662532803703243,-10.258743918547783,0.26113997597099187,0.3069465837035915,0.16241029229743612
18424000000.0,18.424,-13.066813093164091,-10.101946675903228,0.22215666405285595,0.3125378830766136,0.14703351174110452
18622000000.0,18.622,-12.897898960655256,-9.99398775506436,0.2265192171140563,0.3164467299941148,0.15144948864593316
18820000000.0,18.82,-12.34780867652194,-9.739697685714466,0.24132902937981535,0.3258480420169001,0.16441664690765123
19018000000.0,19.018,-11.715782743965892,-9.420820558727804,0.2595439218665268,0.3380329006230126,0.18162928928146532
19216000000.0,19.216,-11.911009646957984,-9.227866708066532,0.25377539805450927,0.34562620644039743,0.18385942723610488
19414000000.0,19.414,-13.150470763296223,-8.978294547837265,0.22002724546587277,0.3557011527223214,0.17493529879528763
19612000000.0,19.612,-15.210817380117447,-8.876468791013528,0.17356379240836872,0.35989561934776537,0.15964924686088694
19810000000.0,19.81,-18.96620997244334,-8.950905244701769,0.11263918549355895,0.3568245590372504,0.14001135204078052
20008000000.0,20.008,-21.054538927600376,-8.90704517397619,0.08856722828355955,0.3586309290776117,0.13646029721690306
20206000000.0,20.206,-20.44465683973213,-9.001866283541492,0.09500952744387474,0.35473716085838425,0.13486526359897555
20404000000.0,20.404,-18.11282044972846,-9.005984381751535,0.12426790522102092,0.35456901501724164,0.14116169867831754
20602000000.0,20.602,-17.666925285257,-8.821794510739542,0.13081385244241037,0.36216816649591543,0.1482780448138378
20800000000.0,20.8,-18.524471056578143,-8.792738427718264,0.11851585314698744,0.36338172198735036,0.14609228332165028
20998000000.0,20.998,-21.10871779375076,-8.54258287978351,0.08801650315754146,0.37399935740677565,0.14762242416876262
21196000000.0,21.196,-29.32124148264737,-8.37172399110047,0.03419305665526644,0.381429080031385,0.146657308217019
21394000000.0,21.394,-22.63807359962336,-8.469292004501707,0.07380679043975223,0.3771684871367672,0.14770351000405524
21592000000.0,21.592,-16.573882516465908,-8.345922705633471,0.1483562592370402,0.38256379302794874,0.16836463539073906
21790000000.0,21.79,-12.306924581976148,-8.580871496793891,0.24246763191489357,0.37235434429040515,0.19743831023835387
21988000000.0,21.988,-10.731175510017268,-9.034410501215076,0.29069745157039945,0.353410521543328,0.20940400508705187
22186000000.0,22.186,-17.20217541030374,-15.221916969022818,0.13800385860062914,0.1733421390795326,0.04909256216933045
22384000000.0,22.384,-12.143644096089757,-9.712510276202286,0.24706873702605733,0.3268695658418495,0.16788667388929024
22582000000.0,22.582,-10.935802459671315,-10.763988356892494,0.2839290811746883,0.2896013500845997,0.1644846651075256
22780000000.0,22.78,-5.271397822216727,-22.966169461788738,0.545042174868103,0.0710708528343741,0.30212203850755703
22978000000.0,22.978,-11.1786182361964,-8.045511155749267,0.2761017047844831,0.3960266774743451,0.23306928065626686
23176000000.0,23.176,-13.676024858440503,-8.213090113303812,0.20710889763324614,0.3884592741486567,0.19379470315095965
23374000000.0,23.374,-11.087891620149335,-8.434407381222407,0.27900078100476045,0.37868633253279355,0.22124477424840377
23572000000.0,23.572,-8.554994809773433,-8.72853863056423,0.37346530287458346,0.36607752659350906,0.27348908792802573
23770000000.0,23.77,-6.436497731012779,-8.71157083741748,0.4766231290019436,0.36679335410632813,0.3617069717161735
23968000000.0,23.968,-6.413828809598429,-7.046788176603613,0.47786867138353023,0.44428391600625455,0.42574666511171305
24166000000.0,24.166,-6.585927392950742,-8.957690949323746,0.468493565372931,0.3565459047364981,0.3466112029802088
24364000000.0,24.364,-6.042173972234358,-9.60152988052696,0.49875963838246207,0.3310728031681296,0.35837037787700743
24562000000.0,24.562,-6.026327791192054,-9.774047488590368,0.49967038553607546,0.3245619661293341,0.3550109640395092
24760000000.0,24.76,-6.1543123508761335,-9.850572666550091,0.4923618359657181,0.3217150416810841,0.3459207455593943
24958000000.0,24.958,-6.191951909412751,-9.671939749722334,0.49023284436822645,0.3283998972113098,0.3481747341857605
25156000000.0,25.156,-6.00500413845235,-9.469366151320449,0.5008985714303129,0.3361488984585745,0.3638954607958413
25354000000.0,25.354,-5.9191288921270235,-9.322170632538407,0.5058753937024333,0.34189399139805277,0.3728014153076837
25552000000.0,25.552,-6.75097804960587,-11.908995831220492,0.45967522521074583,0.2538342424746331,0.2757331353252207
25750000000.0,25.75,-4.897010968553413,-14.366987732301872,0.569048721023588,0.19127165399503634,0.3604012925205782
25948000000.0,25.948,-3.8294552136658893,-14.90124412369726,0.6434684226095837,0.1798613272244358,0.4464017079266014
26146000000.0,26.146,-3.2978161609863674,-15.34310737125116,0.6840836205360453,0.1709403667661406,0.4971910088758467
26344000000.0,26.344,-2.9444987569861913,-16.049418493532286,0.7124839116683981,0.15759015233076537,0.5324679804979355
26542000000.0,26.542,-2.8308954126185064,-16.374483353273753,0.7218637434764965,0.15180141937978386,0.5441309350716184
26740000000.0,26.74,-2.6725365335036506,-17.476468853652733,0.7351452802287166,0.13371390042114895,0.5583179902083952
26938000000.0,26.938,-2.3868974440039676,-19.978373963821014,0.7597227433422078,0.10024928915259985,0.5872285667270117
27136000000.0,27.136,-4.171428231867515,-11.652901321489084,0.6186265976323378,0.26142970565259177,0.45104435829576317
27334000000.0,27.334,-4.494605733428604,-14.472250002504541,0.5960321871833013,0.18896766638375895,0.39096314709703356
27532000000.0,27.532,-3.6722522630952428,-13.295599356581892,0.6552203642649388,0.2163814527106033,0.47613465882463
27730000000.0,27.73,-7.318981731833639,-11.661263256104633,0.43057708514178866,0.26117814751966667,0.2536106509910039
27928000000.0,27.928,-3.5020957578389043,-16.625912720823305,0.6681826769709016,0.14747023216218852,0.46821555917797003
28126000000.0,28.126,-2.7281896985927565,-16.817248477570786,0.7304500364214315,0.14425722582393163,0.5543674029104874
28324000000.0,28.324,-3.1409111470364093,-13.788164544771146,0.6965534420456165,0.20445219276755844,0.5269873967530591
28522000000.0,28.522,-6.692673396672689,-9.082580962054529,0.4627712072798932,0.3514559918881453,0.33767850452136994
28720000000.0,28.72,-5.192566953403225,-9.445981340701614,0.5500113508475247,0.3370551233650089,0.4161186422477203
28918000000.0,28.918,-2.629932321235647,-14.264868446700355,0.7387600192457361,0.1935336902313949,0.583221655290542
29116000000.0,29.116,-2.5753420705629635,-17.040133221119426,0.7434176991277354,0.14060259588330404,0.5724389653454998
29314000000.0,29.314,-3.2162323867155713,-15.647393669437902,0.6905392689332059,0.16505562009936112,0.5040878396651911
29512000000.0,29.512,-4.027758187585772,-13.075885236110965,0.6289441625228063,0.2219247494266773,0.4448213539796075
29710000000.0,29.71,-4.9731332826139765,-11.570839804893225,0.5640834214209068,0.2639113144442346,0.38783928821360003
29908000000.0,29.908,-6.124318435400234,-10.866823791599883,0.49406498754834516,0.2861928703669173,0.32600657097000163
30106000000.0,30.106,-6.524239144061425,-10.652805506737737,0.4718327073459016,0.2933321899982118,0.3086698774105103
30304000000.0,30.304,-5.374359193669235,-10.93276910672336,0.5386194601945368,0.28402825438045065,0.3707829721866602
30502000000.0,30.502,-4.028768238280905,-11.530701495573899,0.6288710291328952,0.26513369553302973,0.465774647789668
30700000000.0,30.7,-3.38126165947779,-12.030914787233007,0.6775430846768564,0.2502962025613553,0.5217128206100647
30898000000.0,30.898,-3.5571894002070197,-12.371510480058358,0.66395788063673,0.24067139540334428,0.4987627878250112
31096000000.0,31.096,-4.168409199320572,-13.068228412274912,0.6188416565988568,0.2221204677655455,0.4323024981424022
31294000000.0,31.294,-4.200695476584065,-14.697906295529968,0.6165456332606901,0.18412157668478077,0.41402927289371516
31492000000.0,31.492,-3.8805234855764494,-16.914268448657804,0.6396962807828342,0.14265486186355705,0.4295617412607014
31690000000.0,31.69,-3.622649223887231,-18.41511524156793,0.6589728757730239,0.12001740656032976,0.4486494288820367
31888000000.0,31.888,-3.4902399971286657,-18.40106790263995,0.6690953322243773,0.1202116629096669,0.46213940750395743
32086000000.0,32.086,-3.5595361401307812,-17.664030123575166,0.6637785177778134,0.13085746229633557,0.45772559610194785
32284000000.0,32.284,-3.873130246059363,-16.372015174198985,0.6402410080800025,0.15184456134231972,0.43296531923653936
32482000000.0,32.482,-4.441320131014837,-14.956303245874949,0.5996999235161959,0.17872480739115879,0.3915825550423381
32680000000.0,32.68,-5.336496798943396,-13.6558164395868,0.5409724644677023,0.20759131406643244,0.3357453609880876
32878000000.0,32.878,-5.866916129418293,-12.81263524237551,0.5089254783677305,0.22875375822714117,0.31133342443486467
33076000000.0,33.076,-4.78862905591875,-13.109497388504517,0.5761937553683131,0.22106761740093203,0.3808701351887643
33274000000.0,33.274,-3.317567038093323,-14.251641092755552,0.6825298474538796,0.19382863858161514,0.5034165337998185
33472000000.0,33.472,-2.449163157217236,-15.280433678328574,0.7542960650659899,0.17217826058481173,0.5986079071920476
33670000000.0,33.67,-2.0967546948137654,-16.107291519026447,0.7855290766762852,0.1565436385945635,0.6415618410883224
33868000000.0,33.868,-2.014100798555479,-16.38147760687088,0.7930397569574115,0.15167923152062535,0.6519186453897577
34066000000.0,34.066,-2.190408843017209,-16.030862766775876,0.777104739774464,0.15792717313667143,0.6288327685948776
34264000000.0,34.264,-2.5570543702761284,-15.573337316582156,0.7449845763158326,0.16646890934369177,0.5827139167265588
34462000000.0,34.462,-3.22208804518134,-14.463442863816551,0.6900738935264604,0.18915936908184006,0.5119832454382085
34660000000.0,34.66,-4.12151261487957,-13.459341918500014,0.6221919233601904,0.21234053345062676,0.43221129164074973
34858000000.0,34.858,-4.672854898507363,-13.030434667083258,0.5839252496322148,0.2230890564461068,0.39073742426405866
35056000000.0,35.056,-4.490604682526486,-13.515850539761109,0.5963068055077774,0.21096357334197025,0.4000874355721032
35254000000.0,35.254,-2.7226476737427285,-14.572198903445244,0.7309162481928815,0.1868056703676578,0.5691349203538681
35452000000.0,35.452,-1.951834336967086,-25.32261269474567,0.7987452401636285,0.05418378823527438,0.6409298415915776
35650000000.0,35.65,-2.0581408601650386,-15.630475804473791,0.7890289844011038,0.1653774190169788,0.6499164289457545
35848000000.0,35.848,-1.571185209572369,-16.148694792686918,0.8345276672926718,0.15579921328956148,0.7207098223385946
36046000000.0,36.046,-1.39333188781808,-17.007090888410147,0.8517917033115258,0.14113848637576368,0.745469178166792
36244000000.0,36.244,-1.6306952743466478,-14.753338855950634,0.8288295687801633,0.1829502710290694,0.7204292557539215
36442000000.0,36.442,-1.9704250702950086,-16.602933142084066,0.7970374841945426,0.14786089916988351,0.6571315967144921
36640000000.0,36.64,-2.376111007806247,-18.315868853844247,0.7606667791955481,0.12139660946091468,0.5933510857603347
36838000000.0,36.838,-1.6065771264663353,-18.69663278900098,0.8311341816150778,0.11618989535125783,0.7042841196307014
37036000000.0,37.036,-2.5911808472098476,-13.523602228934273,0.7420633073305063,0.2107753836903414,0.5950842144561
37234000000.0,37.234,-1.4537552759795869,-28.459759249492762,0.8458867772530256,0.03775826563998867,0.7169501265556498
37432000000.0,37.432,-4.19496123473723,-11.347859131054129,0.616952798120081,0.27077405164803486,0.45394934215409016
37630000000.0,37.63,-2.590425498141482,-15.428703499915235,0.7421278420211337,0.16926408777715513,0.5794040653139773
37828000000.0,37.828,-1.50157780856609,-15.44948749135655,0.8412423144798025,0.16885954916821191,0.7362021790166267
38026000000.0,38.026,-1.874158631724305,-19.181836874946516,0.805920250334161,0.10987734484014944,0.661580480807798
38224000000.0,38.224,-1.6027942956241434,-23.2131867872455,0.8314962314319824,0.06907814404177973,0.6961577728698457
38422000000.0,38.422,-2.141722720346774,-30.387277431471134,0.7814727954118922,0.03024378405156781,0.6116144164426348
38620000000.0,38.62,-2.406108509433231,-28.19823830392481,0.7580442791373967,0.03891240602054482,0.5761453044752434
38818000000.0,38.818,-4.650437602058342,-15.302630494727774,0.5854342409328738,0.17173882027046738,0.3722274728445421
39016000000.0,39.016,-3.2454545119204585,-15.0093294487126,0.6882199764386024,0.17763703989141277,0.505201653910534
39214000000.0,39.214,-1.6823764233890888,-17.658781496384602,0.8239126650844977,0.1309365595009155,0.6959764623005766
39412000000.0,39.412,-1.3554589516993032,-17.397297155106603,0.8555138650575418,0.13493827134817535,0.7501123103801276
39610000000.0,39.61,-1.5396446555309242,-17.355962687844755,0.8375635466062046,0.13558194680715738,0.7198951589035829
39808000000.0,39.808,-1.869061785692839,-15.819246047815486,0.8063932999598712,0.16182204962464683,0.6764565299648926
40006000000.0,40.006,-1.9874132380456788,-15.515542124852287,0.7954801337708604,0.16758027306792703,0.6608717911456269
40204000000.0,40.204,-3.6836513292768913,-11.353307870043079,0.6543610393385682,0.2706042458443981,0.5014150276732665
40402000000.0,40.402,-5.53206153825732,-9.768822780136578,0.5289284446547993,0.32475725433004904,0.3852325738049372
40600000000.0,40.6,-3.5601008651840047,-10.66565005418198,0.6637353627080514,0.2928987358627073,0.5263343011791608
40798000000.0,40.798,-2.31133323335245,-12.252670437482553,0.7663608992100998,0.24398688260836987,0.6468386267230634
40996000000.0,40.996,-1.8657573271986247,-13.217368030105552,0.8067001424645313,0.21833914157464954,0.6984371005958501
41194000000.0,41.194,-2.0610382189629757,-14.36444272974396,0.7887658312965456,0.1913277056133775,0.6587578275562098
41392000000.0,41.392,-1.860804178157954,-17.280793001930732,0.8071602963117808,0.1367603960770848,0.6702111498772829
41590000000.0,41.59,-1.4503879499847456,-18.63206787222698,0.8462147722943953,0.11705678890175536,0.7297817326772454
41788000000.0,41.788,-1.8513420558457818,-16.003567680773877,0.8080400692851534,0.15842423400889638,0.6780269914916612
41986000000.0,41.986,-2.988267707236158,-14.678970869735794,0.7089026741837583,0.1845234035092734,0.5365918879075299
42184000000.0,42.184,-3.7373734084822634,-15.086353748883655,0.6503263176798498,0.17606876280501432,0.4539245287027214
42382000000.0,42.382,-3.8536031645523745,-15.8917504088656,0.6416819775791979,0.16047688272500665,0.4375085902390857
42580000000.0,42.58,-3.7466432510111307,-17.727655705499167,0.6496326401067377,0.12990241190750654,0.43889720371143753
42778000000.0,42.778,-3.0142290190966436,-21.175258839901055,0.7067869937447433,0.0873448006590766,0.5071769687289055
42976000000.0,42.976,-2.219983028647108,-23.575622898818395,0.7744633110242911,0.06625503001498752,0.6041831491249947
43174000000.0,43.174,-1.7456661707950158,-25.89739605433553,0.8179310432723431,0.05071427219681275,0.6715831289530361
43372000000.0,43.372,-1.4112408592718513,-28.03220306040385,0.8500372488689509,0.03966339152542704,0.7241365090919941
43570000000.0,43.57,-1.5068359688617339,-27.385137632636322,0.8407332073528656,0.04273100609829466,0.7086582648280089
43768000000.0,43.768,-2.076421612589846,-26.93363347153548,0.7873701013176164,0.04501096525390226,0.6219776634420016
43966000000.0,43.966,-2.843237947323183,-27.7446329274899,0.7208387130602667,0.040998536441182155,0.5212893302367007
44164000000.0,44.164,-3.641243751383305,-26.85520497673484,0.6575636726447354,0.04541922831477222,0.4344528898827423
44362000000.0,44.362,-4.2570949337316675,-23.84582234033747,0.6125552315352668,0.06422570541491729,0.37934885291726794
44560000000.0,44.56,-3.204407108549902,-23.481859361067357,0.6914800338313466,0.06697412246732813,0.4826301702676689
44758000000.0,44.758,-2.144420312861405,-25.430289129426896,0.781230129671532,0.05351623393893125,0.6131845028016052
44956000000.0,44.956,-1.6418336308670929,-27.958789518115186,0.8277673997976503,0.04000004906961773,0.6867988720933351
45154000000.0,45.154,-1.3323587030041861,-29.847250633105233,0.8577921447294146,0.032183810938942625,0.7368431612460423
45352000000.0,45.352,-1.2542039195491879,-30.995271885093274,0.8655453031255463,0.028199175197098185,0.7499638652444908
45550000000.0,45.55,-1.515236396931581,-25.903139706224536,0.8399204978867644,0.05068074784286442,0.708034980972262
45748000000.0,45.748,-1.396480809628482,-25.147318304312275,0.8514829566608865,0.05528840799259806,0.7280800335423212
45946000000.0,45.946,-2.5047064279367754,-27.01886548416708,0.749487991063675,0.04457144620189439,0.5637188625651915
46144000000.0,46.144,-2.413726058108271,-37.486512339047614,0.7573797636904654,0.013355937652859138,0.5738024875184123
46342000000.0,46.342,-2.3477061999708106,-13.561340138712474,0.7631584020849801,0.2098616064910206,0.6264526405518921
46540000000.0,46.54,-4.722635033834899,-12.598378764934557,0.5805882580432155,0.23446664101808093,0.39205733112795693
46738000000.0,46.738,-2.3237299251173402,-15.081150610083212,0.7652679123173977,0.17617426548748313,0.6166723494426825
46936000000.0,46.936,-1.387304932560864,-14.53814831110304,0.8523829486757831,0.18753942686860928,0.7617277278234292
47134000000.0,47.134,-1.9114407947154861,-20.855954856344162,0.8024684382758742,0.09061545118268483,0.6521667544219621
47332000000.0,47.332,-1.361747280138804,-22.61286502118572,0.8548947223478283,0.07402130695608217,0.736324140181657
47530000000.0,47.53,-1.2355580604980165,-24.0449068218103,0.8674053510065004,0.06277036570763052,0.7563321617657799
47728000000.0,47.728,-1.3104711333558607,-24.91842761142882,0.8599564205279868,0.056764735613046055,0.7427472804165266
47926000000.0,47.926,-2.9696417467745135,-26.782550709572156,0.7104244711592229,0.04580073679286678,0.506800636712631
48124000000.0,48.124,-3.0068404577078582,-22.605885036664148,0.7073884705097899,0.0740808144160105,0.5058864152747191
48322000000.0,48.322,-2.6441466017694464,-22.101736503502423,0.7375520422860198,0.07850786641450853,0.5501465001692373
48520000000.0,48.52,-2.508902030478373,-32.454205961409656,0.7491260483604844,0.02383909157503552,0.561758138619318
48718000000.0,48.718,-1.5569503906976054,-24.820930494827454,0.8358964493295732,0.05740549620262996,0.7020182649960578
48916000000.0,48.916,-1.7251600486944405,-16.845757619715727,0.8198643407191344,0.14378451572034204,0.6928515241437543
49114000000.0,49.114,-4.214045108159803,-12.16591296314068,0.61559877166669,0.24643611398142407,0.43969260595180293
49312000000.0,49.312,-2.795393590692419,-15.194193554913412,0.7248202538799279,0.17389629225526815,0.5556043208946928
49510000000.0,49.51,-2.6937805411768134,-16.85651830121627,0.7333494539432571,0.14360649580099985,0.5584242472351162
