frequency_Hz,S11_dB,S21_dB,S11_mag,S21_mag,power_sum,Zin_real_ohm,Zin_imag_ohm,Zin_mag_ohm,Port1_beta_real,Port1_beta_imag,Port2_beta_real,Port2_beta_imag
1200000000.0,-29.68142977802353,-0.005075874265118029,0.0328041290028577,0.9994157890968444,0.9999080303757042,47.490629509021055,1.9837104566082435,47.53204180696174,44.76605914810675,0.299104155879708,42.00646820774902,-0.073689622983309
1210000000.0,-29.697924931920898,-0.0059813330863422,0.03274189062537202,0.9993116106287152,0.9996957265390808,47.531744340916454,2.027253169337944,47.574956389920466,45.1403441104171,0.3023128615526261,42.36179586488031,-0.07691825815904058
1220000000.0,-29.71652139870146,-0.006826196769259024,0.0326718653127496,0.9992144137884132,0.9994968955055368,47.57414375569822,2.069465184717171,47.61913313195229,45.5143151567392,0.3054360340743043,42.716966829261345,-0.08031672269570334
1230000000.0,-29.737219479028827,-0.007598760319656824,0.03259410243179751,0.9991255429487416,0.9993142260859522,47.61778159270542,2.110305335016923,47.66452047820891,45.887972121185705,0.30851147624009556,43.07196887173136,-0.08386081482927467
1240000000.0,-29.760020805809397,-0.008288509083311902,0.032508651868612695,0.9990462052787034,0.9991501327280917,47.6626108714901,2.149734361574246,47.711066147304024,46.26131887893309,0.31157585841683005,43.42679267367436,-0.08752524610537185
1250000000.0,-29.784928551965457,-0.008886247570621515,0.03241556326001667,0.998977456095243,0.9990067265279874,47.70858390084855,2.1877148412979803,47.75871725717873,46.63436307500453,0.31466432435599484,43.78143191789527,-0.0912839843235276
1260000000.0,-29.811947627164805,-0.009384206445420429,0.032314885291513454,0.9989201867248408,0.9988857912577945,47.75565236930529,2.2242111054580747,47.80742043092868,47.00711581959148,0.31781014386435685,44.1358833394279,-0.095110602697707
1270000000.0,-29.841084861893023,-0.009776126579437855,0.03220666507036674,0.9988751149915538,0.9987887646243445,47.803767416646565,2.2591891538082995,47.85712188230216,47.37959135700511,0.32104441430896385,44.49014673602236,-0.09897863060449927
1280000000.0,-29.872349177560864,-0.010057319443345512,0.03209094758073586,0.9988427784066395,0.9987167248917246,47.8528796865519,2.2926165670536713,47.90776748105824,47.75180671526285,0.3243958119421958,44.84422493866358,-0.10286190126578154
1290000000.0,-29.90575174164933,-0.010224703474650342,0.03196777522613774,0.9988235300939253,0.9986703829221995,47.90293936080722,2.324462420576933,47.95930279882984,48.12378134312136,0.3278903931203935,45.19812374300489,-0.10673489178301103
1300000000.0,-29.941306107230744,-0.010276816425453167,0.03183718746274599,0.9988175374452151,0.9986500796136617,47.95389617598988,2.3546972021741306,48.01167313655653,48.49553674106843,0.33155144463235325,45.5518518031261,-0.11057305117950547
1310000000.0,-29.979028336512034,-0.010213804044071451,0.031699220525412214,0.998824783461745,0.9986557886393205,48.005699423884955,2.383292736343676,48.064823534925175,48.867096092382916,0.3353993815564456,45.90542048949566,-0.11435311228271627
1320000000.0,-30.0189371083834,-0.010037385779886734,0.03155390724659813,0.9988450707013231,0.9986871243268581,48.05829793722486,2.4102221174126797,48.11869876958786,49.2384838998866,0.33945169044187135,46.25884371349906,-0.11805338362475339
1330000000.0,-30.061053810261274,-0.009750798515785709,0.03140127696687479,0.9988780277167246,0.9987433544504041,48.11164006262531,2.435459653489811,48.1732433331968,49.609725633486256,0.3437229149378995,46.61213772128614,-0.12165401780142374
1340000000.0,-30.105402614828563,-0.009358719624204717,0.0312413555341403,0.998923117839398,0.9988234176495944,48.16567362282821,2.4589808229074177,48.22840140651808,49.98084739300361,0.34822468057152484,46.96532086005126,-0.12513725318182775
1350000000.0,-30.152010542569418,-0.00886717090793116,0.031074165387341188,0.9989796501338144,0.9989259451359981,48.220345870541706,2.4807622444637354,48.284116821044016,50.35187559017601,0.352965754919084,47.31841332018993,-0.12848762622382762
1360000000.0,-30.200907511274618,-0.008283405222653114,0.030899725719245902,0.999046792322096,0.9990492862985939,48.27560343629762,2.5007816624118013,48.34033301562708,50.72283665305209,0.3579521391640676,47.67143685698319,-0.13169215212767474
1370000000.0,-30.25212637396567,-0.007615777783589839,0.03071805271168574,0.9991235854559637,0.9991915377767783,48.33139227281928,2.5190179467639346,48.396992989701886,51.093756755395844,0.3631871867625428,48.02441449570985,-0.13474047197767897
1380000000.0,-30.30570294692501,-0.006873604330584739,0.03052915983574813,0.9992089600938235,0.9993505755320569,48.38765759841217,2.5354511091077034,48.45403925564772,51.46466157301422,0.368671744865341,48.37737022417151,-0.13762496505411118
1390000000.0,-30.36167602975549,-0.006067008464736896,0.0303330582085758,0.9993017537249673,0.9995240894180801,48.44434384185646,2.550062333757991,48.51141379277734,51.83557606832603,0.37440431408882036,48.73032867673446,-0.1403408254305673
1400000000.0,-30.420087419592093,-0.005206760573464961,0.03012975699781471,0.9994007291705711,0.9997096197234165,48.50139459119401,2.5628340237151983,48.56905800531668,52.20652430385016,0.38038122224715876,49.08331481398595,-0.14288610243414562
1410000000.0,-30.480981921778124,-0.004304110829280518,0.029919263864272315,0.9995045936825487,0.9999045951426968,48.55875254867029,2.573749860564031,48.62691268657457,52.57752928474553,0.38659680781539246,49.43635360208076,-0.14526170506430577
1420000000.0,-30.544407359478587,-0.003370618781270364,0.02970158543306198,0.9996120184563164,1.0001063716195486,48.61635949391262,2.582794877137969,48.68491799129087,52.94861282993811,0.3930436090334161,49.789469695780944,-0.14747137088708465
1430000000.0,-30.610414584844214,-0.0024179820562377514,0.029476727783388716,0.9997216582723573,1.000312271499648,48.67415625720733,2.5899555414980484,48.74301341790403,53.31979547091324,0.3997125548189267,50.14268712903712,-0.14952160031548067
1440000000.0,-30.679057494458736,-0.0014578666503201284,0.029244696947179696,0.9998321709840352,1.0005196224341815,48.73208270448603,2.595219850534892,48.80113780220167,53.69109637675688,0.40659315397932067,50.49602901680867,-0.15142155767178356
1450000000.0,-30.75039305189439,-0.0005017412222060567,0.029005499406998002,0.9999422365754312,1.000725795483325,48.790077735346344,2.5985774313061842,48.859229323513,54.062533303675934,0.4136736795119843,50.8495172715915,-0.15318294073684022
1460000000.0,-30.824481320285845,0.0004392823034334852,0.028759142584030783,1.0000505755230737,1.0009282418861996,48.84807929512916,2.6000196480675366,48.91722552428299,54.434122566825216,0.4209413451986112,51.203172337880076,-0.1548198208632197
1470000000.0,-30.901385507880388,0.0013545996460321034,0.028505635307512812,1.000155966209061,1.0011245279878656,48.906024401750116,2.599539712852951,48.975063343535126,54.80587903204918,0.42838247211584257,51.55701294750146,-0.15634845602283498
1480000000.0,-30.981172029576545,0.0022342545783383652,0.028244988257583176,1.0002572611502771,1.0013123678455247,48.963849187655235,2.597132797403986,49.032679164398075,55.17781612486864,0.4359826430999008,51.91105589846805,-0.15778707947815648
1490000000.0,-31.0639105874867,0.003069067007839361,0.02797721437439741,1.0003534018288003,1.001489653074604,49.02148895693743,2.5927961442439327,49.090008875541514,55.54994585395258,0.4437268437016284,52.265315859650315,-0.1591556669463126
1500000000.0,-31.149674273584857,0.003850747114621722,0.027702329227217475,1.0004434319320354,1.0016544795405624,49.07887825732707,2.5865291747377777,49.14698794605119,55.92227884616278,0.45159958858134147,52.61980520324971,-0.16047568535497495
1510000000.0,-31.238539697522462,0.004571994161620024,0.02742035133819517,1.0005265088372357,1.0018051705535371,49.135950966458026,2.5783335920716905,49.20355151297691,56.29482439029319,0.4595850328101271,52.974533866665595,-0.16176982644992105
1520000000.0,-31.33058714271273,0.005226578841300458,0.027131302456648815,1.000601913203461,1.0019402962794204,49.19264039152131,2.568213477223938,49.25963448051689,56.66759048665297,0.4676670679449761,53.329509244986156,-0.16306172861416493
1530000000.0,-31.425900753817913,0.00580940828460873,0.026835207780741555,1.0006690565643246,1.002058689141971,49.248879381156556,2.5561753761780683,49.31517162956534,57.04058389973465,0.47582940322297707,53.68473611500291,-0.16437569037948752
1540000000.0,-31.52456875882061,0.006316573128540759,0.026532096124615722,1.0007274868465175,1.0021594550549127,49.30460044820298,2.542228376843029,49.3700977361496,57.41381021140673,0.4840556325972303,54.04021659120345,-0.16573637908041466
1550000000.0,-31.62668372892629,0.00674537631448858,0.02622200003020187,1.0007768917716218,1.0022419803896523,49.35973590174163,2.5263841743913296,49.42434769712491,57.78727387227481,0.4923292887173384,54.39595011387686,-0.16716853821503153
1560000000.0,-31.732342879659974,0.007094343565732079,0.025904955824016963,1.0008171001315291,1.0023059346519274,49.41421798671485,2.508657123990528,49.4778566613826,58.16097824913444,0.5006338853052426,54.751933469077905,-0.16869669691434638
1570000000.0,-31.841648416658668,0.007363215765437528,0.02558100362038529,1.0008480809603617,1.002351268908265,49.467979029306065,2.4890642801900453,49.530560164758704,58.53492566675244,0.5089529496170843,55.10816083982016,-0.17034488497630593
1580000000.0,-31.954707929876758,0.007552923721506016,0.025250187273508914,1.0008699406575439,1.0023782100691827,49.52095158620975,2.4676254225137244,49.58239426681175,58.90911744257568,0.5172700469595979,55.464623887558695,-0.17213635672067687
1590000000.0,-32.071634840193234,0.0076655460574792155,0.024912554281764716,1.000882918147035,1.002387251199366,49.57306859591347,2.444363067101611,49.63329568766266,59.28355391331718,0.5255687993401466,55.821311862631816,-0.17409332683825515
1600000000.0,-32.19254890277547,0.00770425120626482,0.024568155648427892,1.00088737818627,1.0023791380845506,49.62426353015282,2.4193024645269188,49.683201943161045,59.65823445280777,0.5338329005008556,56.17821174206603,-0.17623672121484524
1610000000.0,-32.317576772016025,0.007673224701188562,0.024217045703746765,1.0008838029644849,1.0023548523392671,49.67447054378312,2.3924715841845146,49.73205147675196,60.033157480867445,0.5420461295602707,56.535308392802214,-0.17858594550362325
1620000000.0,-32.44685263344881,0.007577583154233839,0.023859281893873464,1.0008727821534682,1.0023155913881152,49.72362462143332,2.363901085893205,49.77978378656437,60.408320463361456,0.5501923655103881,56.89258475815928,-0.18115867402110816
1630000000.0,-32.5805189087805,0.007423276481468006,0.023494924542614166,1.0008550015940232,1.0022627456950353,49.77166171946587,2.333624279575092,49.82633954642029,60.7837199040282,0.5582556047309299,57.25002206509123,-0.18397066121209255
1640000000.0,-32.718727041079354,0.007216980078162856,0.023124036592264738,1.0008312308182317,1.002197873649457,49.81851890195429,2.301677074061403,49.8716607196676,61.15935132898262,0.5662199834870645,57.60760004954856,-0.1870355777445774
1650000000.0,-32.8616383682678,0.006965978759251833,0.02274668332997302,1.0008023096207765,1.0021226745447949,49.864134469600195,2.2680979162259782,49.91569066495984,61.53520926519727,0.574069807251794,57.965297197095666,-0.1903648729059988
1660000000.0,-33.0094250944163,0.006678044363833775,0.022362932106084928,1.0007691339020282,1.0020389601033968,49.90844808074018,2.232927721757634,49.95837423334082,61.911287214526006,0.5817895883772061,58.323090995778,-0.19396766467718446
1670000000.0,-33.162271369965914,0.006361308974057691,0.02197285205083254,1.0007326410111925,1.001948625012484,49.951400863829946,2.1962097989548566,49.999657856229945,62.28757762511843,0.5893640933587461,58.680958198052885,-0.19785065854872289
1680000000.0,-33.320374493987075,0.006024135719646568,0.021576513795470757,1.0006937948196757,1.0018536169381693,49.99293552103338,2.1579897669540373,50.03948962414065,62.66407186226881,0.5967784006109839,59.03887508860632,-0.20201809574389035
1690000000.0,-33.48394625395911,0.005674989129416754,0.021173989203633094,1.0006535707529665,1.0017559064794577,50.032996422779675,2.1183154697944016,50.077819356192556,63.04076018091938,0.6040179693125511,59.396817754735224,-0.2064717312063046
1700000000.0,-33.65321442144318,0.00532230695195776,0.020765351118188547,1.0006129410040083,1.0016574575117527,50.07152969337686,2.077236887671207,50.1145986606919,63.41763170209315,0.6110687194531462,59.754762356041766,-0.21121084128569542
1710000000.0,-33.82842442548113,0.004974375300239079,0.020350673128369547,1.0005728601423978,1.0015601983503162,50.108483287978544,2.034806046649364,50.149780987249635,63.794674395611324,0.6179171228711877,60.11268539016575,-0.21623226076629765
1720000000.0,-34.00984122977218,0.004639208881023518,0.019930029361277274,1.000534251322065,1.0014659941389465,50.14380706138727,1.9910769279913854,50.18332167107726,64.17187507137604,0.6245503046176695,60.470563951380555,-0.22153044846636785
1730000000.0,-34.19775144476557,0.00432443795286165,0.019503494301218678,1.0004979932757916,1.0013766208388435,50.17745282933791,1.9461053781161055,50.215177970242856,64.54921938144606,0.6309561536368897,60.82837597899318,-0.2270975803204464
1740000000.0,-34.39246571201688,0.004037203517008078,0.019071142639595067,1.0004649082681478,1.001293741157573,50.20937442303591,1.8999490200419078,50.24530909678406,64.92669183494543,0.6371234413455135,61.18610049261052,-0.23292366852185775
1750000000.0,-34.59432140573323,0.003784062088100757,0.018633049157320357,1.0004357511597168,1.001218882719406,50.23952773782387,1.8526671669916446,50.27367624265429,65.30427582765785,0.6430419463375867,61.54371781155011,-0.2389967049844736
1760000000.0,-34.80368570573957,0.0035709012181220435,0.01818928864098727,1.0004111997151042,1.001153418736679,50.267870776915785,1.8043207386494429,50.300242601528524,65.6819536878863,0.6487025831628824,61.90120975589048,-0.2453028270901903
1770000000.0,-35.02095910756799,0.003402866760714038,0.017739935833271152,1.000391846265532,1.0010985513979282,50.29436369116916,1.7549721803707279,50.32497338750881,66.05970673984167,0.6540975327800825,62.25855982687767,-0.25182650346185376
1780000000.0,-35.24657944961625,0.0032843026677752537,0.01728506541732745,1.0003781908143055,1.0010552981433842,50.3189688158657,1.7046853854571584,50.34783585175689,66.43751538547843,0.6592203721445344,62.615753364743824,-0.2585507371917585
1790000000.0,-35.48102655508367,0.0032187039078763425,0.016824752034275133,1.0003706356502777,1.0010244809523554,50.341650705435946,1.6535256204288473,50.36879929803304,66.81535920528869,0.6640662001138075,62.97277768222363,-0.2654572838688905
1800000000.0,-35.724827608726756,0.003208682890620065,0.016359070332208254,1.000369481511089,1.0010067187208993,50.362376167002644,1.6015594530556179,50.38783509805067,67.19321707816432,0.6686317568143342,63.329622172458265,-0.27252688148680404
1810000000.0,-35.978563416706066,0.0032559495757306075,0.015888095044634308,1.000374925314764,1.0010024227626668,50.381114293527126,1.5488546827593663,50.4049167074577,67.5710673199959,0.6729155335332699,63.68627839024618,-0.2797394892674966
1820000000.0,-36.2428757337987,0.0033613052423559376,0.015411901095721525,1.00038705945539,1.0010117954211863,50.39783649723185,1.4954802728662284,50.42001968314021,67.9488878402108,0.676917870158598,64.04274010599629,-0.28707453231616703
1830000000.0,-36.518475888472054,0.0035246496963931328,0.014930563729342938,1.0004058726364655,1.001034831738804,50.412516543841754,1.4415062840810953,50.43312170241065,68.32665631503801,0.680641037350546,64.3990033320798,-0.29451114899673225
1840000000.0,-36.806154996207546,0.003745001504316895,0.01444415865856474,1.0004312521943557,1.0010713240865203,50.42513058804125,1.3870038084741025,50.44420258449661,68.70435037581805,0.6840893006942282,64.75506632162073,-0.30202843792882966
1850000000.0,-37.106796129723485,0.00402053066239977,0.013952762232002236,1.0004629878442601,1.001120869620167,50.43565721038972,1.3320449032147164,50.45324431459405,69.08194781026265,0.6872689643140135,65.11092954013036,-0.30960570155148465
1860000000.0,-37.42138891800247,0.004348602944166228,0.013456451613346564,1.0005007767625669,1.001182880392522,50.44407745577934,1.2767025232642186,50.46023107059236,69.45942677418547,0.6901883917328215,65.4665956107294,-0.3172226832735794
1870000000.0,-37.7510471836724,0.004725835016520668,0.012955304970328109,1.0005442299024336,1.0012565959179283,50.450374873358605,1.2210504522379453,50.46514925242294,69.83676601084645,0.6928580019976334,65.82206923402167,-0.32485979535143084
1880000000.0,-38.09703041374113,0.005148159280082859,0.012449401669498993,1.0005928794243037,1.0013410979565478,50.454535557691216,1.1651632306808863,50.467987513833535,70.2139450747591,0.6952902395937867,66.17735708398233,-0.33249833483480545
1890000000.0,-38.46077011155358,0.0056108972713874924,0.011938822473430222,1.0006461871097647,1.0014353272593624,50.45654819077513,1.1091160810546574,50.46873679625107,70.59094455653143,0.6974995169838178,66.53246768153222,-0.34012068504166154
1900000000.0,-38.843902427003066,0.006108840366423557,0.011423649737284795,1.0007035536159834,1.0015381019929777,50.45640408441229,1.0529848288144315,50.467390364266016,70.96774630512444,0.6995021291755315,66.8874112476917,-0.3477105003296953
1910000000.0,-39.24830895081728,0.00663633644698646,0.0109039676022913,1.0007643284189578,1.0016481375453195,50.45409722230719,0.9968458190562155,50.46394384216315,71.3443336437779,0.7013161401377086,67.24219953846625,-0.3552528721012202
1920000000.0,-39.67616825337764,0.007187381133838414,0.010379862184376566,1.0008278202870553,1.001764067399505,50.449624301175206,0.940775828332402,50.4583952508292,71.72069157577539,0.7029612414899767,67.5968456637894,-0.362734474299533
1930000000.0,-40.130021751891164,0.00775571215498087,0.009851421757300664,1.0008933081219202,1.0018844647538814,50.44298477007007,0.8848519713672537,50.450745044297946,72.09680697625997,0.7044585843734119,67.95136389301378,-0.37014368693400923
1940000000.0,-40.6128589654177,0.008334905402772269,0.009318736931107203,1.0009600520017723,1.0020078645613817,50.43418086709153,0.8291516025458957,50.44099614514474,72.47266876637349,0.7058305859600091,68.30576944957775,-0.3774706964359882
1950000000.0,-41.128229430974514,0.008918471240367869,0.008781900828881476,1.0010273042624305,1.0021327856610769,50.423217652611655,0.7737522121991672,50.42915397791768,72.84826806619209,0.7071007126151055,68.66007829756506,-0.3847075720129421
1960000000.0,-41.68039194883426,0.009499949645813903,0.008241009268032833,1.0010943204540887,1.0022577526791896,50.41010303816137,0.7187313178548626,50.41522649979182,73.22359832313713,0.7082932421908273,69.0143069228768,-0.39184831742365495
1970000000.0,-42.27451716087393,0.010073002829595338,0.007696160957453068,1.0011603700167997,1.0023813173856584,50.39484781014815,0.6641663507730574,50.39922422765546,73.59865541290242,0.7094330084463754,69.36847211185399,-0.3988888979639104
1980000000.0,-42.91696808716257,0.010631504028618947,0.007147457730294024,1.0012247465248323,1.002502079205721,50.37746564762831,0.6101345382196914,50.38116026088224,73.97343771028899,0.7105451309868982,69.72259073008053,-0.4058272427132861
1990000000.0,-43.61569761899811,0.011169621263700913,0.006595004846738588,1.0012867773592666,1.002618704603434,50.35797313343344,0.5567127820603353,50.36105029910827,74.3479461278163,0.7116547345192005,70.0766795040653,-0.41266322243718306
2000000000.0,-44.38082680214664,0.01168189494899664,0.006038911427770051,1.0013458326794404,1.0027299450757143,50.33638975804641,0.5039775343674485,50.33891265441782,74.72218412046664,0.7127866615197955,70.43075480845927,-0.419398603800368
2010000000.0,-45.22551246989262,0.0121633083566685,0.005479291132297266,1.0014013335767544,1.0028346535206147,50.31273791573558,0.4520046708258612,50.31476825744054,75.09615765548294,0.7139651826511448,70.78483246131913,-0.42603698082694247
2020000000.0,-46.16729732234596,0.012609350068012299,0.004916263295059246,1.0014527593088436,1.002931798772083,50.28704289258152,0.4008693627955388,50.28864065697502,75.46987514672317,0.7152137094475065,71.13892752976132,-0.43258368483012316
2030000000.0,-47.230304769367415,0.013016067680317874,0.004349954972974117,1.0014996535278993,1.0030204781247691,50.259332846167275,0.35064594893826606,50.26055601287491,75.84334735367821,0.7165545138503893,71.49305414824161,-0.4390456742347476
2040000000.0,-48.44900390545927,0.013380112184643135,0.0037805048950320295,1.0015416294337234,1.003099927706019,50.22963877684545,0.30140780734117223,50.230543082060166,76.2165872458952,0.7180084591792485,71.84722535147405,-0.44543140595229336
2050000000.0,-49.8751185421516,0.013698772581739568,0.0032080717498217098,1.0015783737997117,1.0031695305876271,50.197994490636376,0.25322722907104017,50.19863319764298,76.58960983414791,0.7195947470578051,72.20145292378177,-0.45175069016329783
2060000000.0,-51.591465963235166,0.013970000457693327,0.0026328535456473603,1.0016096498379405,1.0032288225662747,50.1644365539546,0.2061752940706381,50.16486024128465,76.96243197033482,0.7213306845626822,72.55574726647207,-0.4580145305269729
2070000000.0,-53.74317153555367,0.014192424397087238,0.002055140052271199,1.0016352988878139,1.0032774955787147,50.12900424049082,0.16032175026274023,50.1292606090171,77.33507211861661,0.7232314757173206,72.91011728458298,-0.464234951974934
2080000000.0,-56.621275140146906,0.014365354264666019,0.0014754899067003753,1.0016552409307247,1.003315398754453,50.09173947070192,0.11573489666010515,50.09187317087454,77.70755010090197,0.7253100409786625,73.26457029407786,-0.47042481836463595
2090000000.0,-60.957715777122736,0.014488775536922705,0.0008956002603251073,1.0016694739509076,1.0033425371449143,50.05268674446652,0.07248147119509643,50.05273922477531,78.07988682022912,0.7275768680811757,73.61911195033315,-0.4765976423430751
2100000000.0,-69.66908753457112,0.014563334007988964,0.00032850775271105095,1.0016780721795449,1.003359068202673,50.011893067559,0.030626543880932854,50.01190244517945,78.45210396606039,0.7300398970044272,73.9737461984756,-0.48276738984749007
2110000000.0,-69.86364208548962,0.014590311329568124,0.00032123132992265186,1.001681183275191,1.0033652961171542,49.969407872661776,-0.009766584198207771,49.9694088271074,78.82422370585323,0.7327044413920224,74.32847524587878,-0.4889482816971015
2120000000.0,-60.99085014545531,0.014571591969228602,0.0008921902907507056,1.0016790245083185,1.0033616641434513,49.9252829356913,-0.04863647569239581,49.925306626155,79.1962683675552,0.7355731480985094,74.68329955685135,-0.4951545946758287
2130000000.0,-56.58793096701607,0.014509622284309633,0.0014811650359808064,1.0016718780311362,1.0033487450882872,49.879572288239444,-0.08592364533924986,49.879646295162644,79.56826011789671,0.7386459959687158,75.03821786929062,-0.5014004645949788
2140000000.0,-53.6616742181739,0.014407362507838684,0.002074513613324096,1.0016600853255353,1.0033272301410905,49.83233212693992,-0.12157064174692943,49.83248041820298,79.94022064145754,0.7419203342850819,75.39322723281437,-0.5076996936317099
2150000000.0,-51.4681765427953,0.01426823252767873,0.0026704913332618514,1.0016440409319873,1.0032979162585216,49.78362072055408,-0.15552212261450166,49.78386364253586,80.31217082552593,0.7453909606928525,75.74832306764654,-0.5140655642711076
2160000000.0,-49.71298323745505,0.014096052409416623,0.003268517677305624,1.0016241855703312,1.003261692327236,49.73349831553604,-0.1877249235170089,49.73385260914677,80.68413045573338,0.7490502377430456,76.1034992432856,-0.5205106620153611
2170000000.0,-48.24963737664242,0.013894978666455322,0.003868282038152158,1.0016009987695211,1.003219524342029,49.68202704078101,-0.21812812049319497,49.68250588243155,81.05611792729326,0.7528882465684249,76.4587481757734,-0.5270467089023474
2180000000.0,-46.994698922489036,0.01366943731757269,0.0044695629041992275,1.0015749911276093,1.0031724398448252,49.62927081219063,-0.24668308677033599,49.6298838795242,81.42814997645776,0.7568929755744432,76.81406094215119,-0.5336844097557492
2190000000.0,-45.896116341963875,0.01342405479217156,0.005072174459922629,1.0015466963254185,1.003121511874112,49.57529523760348,-0.2733435440439201,49.576048799683704,81.80024143651977,0.7610505415012573,77.1694274105448,-0.5404333128605978
2200000000.0,-44.91923360148709,0.013163587747287724,0.00567594684853468,1.001516663017627,1.0030678426745907,49.52016752254123,-0.2980656087942733,49.52106455406318,82.17240502233192,0.7653454395816088,77.52483638408651,-0.5473016866372923
2210000000.0,-44.03981457213881,0.012892852848237593,0.006280717668539609,1.0014854467233538,1.0030125474131075,49.46395637711902,-0.32080783416808545,49.464996696088,82.5446511468325,0.7697608191443208,77.88027575681681,-0.5542964136234008
2220000000.0,-43.2402460804147,0.012616657537410784,0.0068863278637474965,1.0014536018349147,1.002956738139571,49.40673192435653,-0.34153124798114354,49.40791235256331,82.91698777264631,0.7742787805005327,78.23573267949794,-0.5614229028803294
