frequency_GHz,S11_dB,S21_convention_A_dB,S21_convention_B_dB
4.5,6.980544882983556e-05,19.258968509947806,18.78095203582253
4.6,6.971264017715158e-05,19.276364350799465,18.77905294556748
4.7,6.94919281930877e-05,19.289118909164596,18.771754744432446
4.8,6.903973609828965e-05,19.30152534174124,18.764445545868554
4.9,6.822266788614968e-05,19.319272998131837,18.764276016599823
5.0,6.688640620034381e-05,19.34909994339802,18.7796993130465
5.1,6.48711462714483e-05,19.39803874162668,18.819465029661938
5.2,6.203090297735844e-05,19.472352627779717,18.891197922371738
5.3,5.8251801027865005e-05,19.576447211319913,18.999960309183532
5.4,5.346405303260354e-05,19.712133914372508,19.147325758335107
5.5,4.764432549846151e-05,19.878516023709913,19.33132959655781
5.6,4.080862876952618e-05,20.072505492386345,19.547272468248988
5.7,3.299887527891747e-05,20.28972622365053,19.788997976121518
5.8,2.426744412757022e-05,20.52546787488695,20.050164336529377
5.9,1.4663387849365634e-05,20.7754356168039,20.325178526759476
6.0,4.222230253200591e-06,21.03619688982599,20.609694794563218
6.1,-7.040341526789036e-06,21.305353920772685,20.90075006961002
6.2,-1.9131629483405763e-05,21.581530095591273,21.19667323098013
6.3,-3.2083049154903005e-05,21.8642616635045,21.496894216297516
6.4,-4.5950304569539015e-05,22.153863032336567,21.80173873960794
6.5,-6.081345412950573e-05,22.451306626103552,22.112254986496115
6.6,-7.677744921584244e-05,22.758137303247832,22.430091305202957
6.7,-9.397352759669184e-05,23.076428677782648,22.757428890554962
6.8,-0.00011256171992460095,23.40878271706871,23.09696726137789
6.9,-0.00013273466596068796,23.75837237413812,23.451959368209675
7.0,-0.00015472290866846926,24.129027881466378,23.82629491070231
7.1,-0.00017880179569130882,24.525369496231917,24.22463343123914
7.2,-0.00020529999541615363,24.952992274044284,24.65259223963583
7.3,-0.00023460927847739622,25.418711466771313,25.1169978266013
7.4,-0.000267194289131516,25.930880020807606,25.626212785481165
7.5,-0.00030359874871793317,26.499791714007706,26.190552678961744
7.6,-0.00034443899456635676,27.138183070855217,26.822807016942928
7.7,-0.00039036221212554624,27.861840068804703,27.538871065027998
7.8,-0.0004419128394474727,28.690290049114807,28.3584684724236
7.9,-0.0004991631541787864,29.647480886491802,29.305863966122487
8.0,-0.0005607300405134954,30.76211293957698,30.410224937416523
8.1,-0.000621155679443433,32.06655785139484,31.70455441745862
8.2,-0.0006638702542176029,33.59098095484326,33.21979684764143
8.3,-0.000642839974594847,35.34203929715049,34.96347459701293
8.4,-0.0004440733805516864,37.23628019482892,36.85297670436409
8.5,0.00011992769598933934,38.9436764583558,38.558952841270276
8.6,0.0009902336660644567,39.803275475524714,39.42082835813302
8.7,0.001547475418159575,39.4404772733619,39.06400252298232
8.8,0.001568202625453378,38.34848965013074,37.9813091149404
8.9,0.0013616795852355872,37.1469507521666,36.79172652287549
9.0,0.0011298013574538562,36.108403643074226,35.76698675039248
9.1,0.0009276045104226324,35.2924340407895,34.96584833653329
9.2,0.0007595721505908359,34.68620453464908,34.37473198256292
9.3,0.0006190832102471423,34.25962661076423,33.962947444048645
9.4,0.0004988664437797782,33.98229176381954,33.69963830643567
9.5,0.0003930701251049763,33.8277349139612,33.558031666329306
9.6,0.0002973113045148041,33.773821331028216,33.51579796081198
9.7,0.00020835761329384407,33.80202649929191,33.554300613811904
9.8,0.0001238278757476618,33.896460585858975,33.657592973801414
9.9,4.197808702072558e-05,34.042884406021386,33.811411850545774
10.0,-3.843471574933399e-05,34.227776435555214,34.00222757497902
10.1,-0.00011823171146163509,34.43746522587945,34.21636435612763
10.2,-0.00019785750970231043,34.65735535013196,34.43921821530943
10.3,-0.00027741636696494145,34.871323381284796,34.65464826165684
10.4,-0.0003567274803439479,35.061430744587994,34.84468770797686
10.5,-0.0004354246545667687,35.20816612506379,34.98978724239044
10.6,-0.0005131051277101839,35.291433994774174,35.06980767274203
10.7,-0.0005894858396431051,35.292367286195145,35.065840648462526
10.8,-0.0006644685705944646,35.19572150356114,34.96261590472654
10.9,-0.0007380006832565145,34.99221253938043,34.75085863194057
11.0,-0.0008097005676841031,34.67997200909967,34.42877183003021
11.1,-0.0008783753878046741,34.26456188992379,34.00208525594904
11.2,-0.0009416770458071996,33.75762416615812,33.482743743715176
11.3,-0.0009961170615857989,33.17480426588676,32.88686609807135
11.4,-0.0010375108401119008,32.533702409307196,32.232715068988625
11.5,-0.001061748021977257,31.852298413113328,31.539105493555528
11.6,-0.0010656657769911421,31.147881215047533,30.824264767147866
11.7,-0.0010477625124232042,30.43627756317646,30.10493597614922
11.8,-0.0010085383323513188,29.73118721073209,29.395551760387377
11.9,-0.0009503769745053876,29.043592185565494,28.707493154512008
12.0,-0.0008770438265595155,28.38135557236337,28.04860367347341
12.1,-0.0007929909118914658,27.749151908115543,27.42313393152866
12.2,-0.0007026819391014451,27.148775714001676,26.832154798392374
12.3,-0.0006100877195831005,26.579741391431064,26.274308467739456
12.4,-0.000518406319683926,26.04000710451979,25.74667760703847
12.5,-0.00042998405371783444,25.52665922547426,25.24557345173195
12.6,-0.00034637495902040035,25.036454546819364,24.767129791140906
12.7,-0.0002684728062296931,24.566188037158305,24.307679327076276
12.8,-0.00019666490059115865,24.112903763320723,23.86394617666084
12.9,-0.00013097665482548294,23.673988864514754,23.43310939477383
13.0,-7.119234677322394e-05,23.24719247723218,23.012789646979904
13.1,-1.6948296768257447e-05,22.830603596687176,22.600998424970612
13.2,3.2199463997577815e-05,22.422611572584294,22.19607546575052
13.3,7.672855677243599e-05,22.02186408902666,21.796629246861713
13.4,0.00011711973824383794,21.62723125274382,21.401488369848863
13.5,0.00015383809741231346,21.237780677915715,21.009667740610702
13.6,0.00018732239169656125,20.852766639533478,20.620351823738723
13.7,0.00021797978736973761,20.471635885332695,20.232897130639707
13.8,0.0002461839824915607,20.094053078990015,19.846856963389577
13.9,0.000272275239248684,19.719949716756282,19.462032904141104
14.0,0.0002965612445038302,19.349601326309067,19.078559262558585
14.1,0.0003193179791368502,18.983738253295023,18.697028138001052
14.2,0.0003407899402423325,18.623694392008904,18.318662903256573
14.3,0.0003611891636652458,18.271594152511405,17.945544854220245
14.4,0.0003806925817134785,17.930568185118624,17.580888204625012
14.5,0.0003994373827103008,17.604969572178028,17.22933772321437
14.6,0.00041751429342976043,17.300531668762137,16.897225964538222
14.7,0.0004349591756135554,17.02436836134862,16.592672242906346
14.8,0.00045174409286074494,16.78468059711969,16.325346280041796
14.9,0.00046777005941052186,16.590031814977745,16.105696106395698
15.0,0.00048286482916435084,16.448136662364497,15.943521705757986
15.1,0.0004967898134966264,16.364302207590576,15.8460221692007
15.2,0.00050925973057286,16.339921086973135,15.815810362795135
15.3,0.0005199761168524122,16.371583334266447,15.849656525197211
15.4,0.0005286713211803706,16.451264069660073,15.93860616392464
15.5,0.0005351544131506778,16.567636322694344,16.0695637308998
15.6,0.0005393472320397852,16.708081222751574,16.227774586649893
15.7,0.000541300088777185,16.8607277504256,16.399323488384194
15.8,0.0005411826911350232,17.015964635616584,16.572943835778304
15.9,0.0005392539686084391,17.167187325564758,16.74087123370971
16.0,0.0005358205644151241,17.31085059670532,16.898863950436894
16.1,0.0005311952445850046,17.446062722831538,17.045697930398298
16.2,0.0005256636831544028,17.573977359832377,17.182446582847284
16.3,0.00051946338381617,17.69717640323016,17.31176676612478
16.4,0.0005127743336436673,17.819153562662095,17.437309587245743
16.5,0.0005057185942972495,17.94394030216061,17.563296336713364
16.6,0.0004983654144517056,18.075873965922472,17.69425432532116
16.7,0.0004907389590837293,18.219489094818414,17.834888242332948
16.8,0.0004828267282181892,18.379509432824694,17.990060133740265
16.9,0.0004745877623709621,18.56092297593969,18.164857202996878
17.0,0.00046596067237375023,18.76913115420308,18.364736480548707
17.1,0.00045687248713640824,19.010173814462807,18.59574686170393
17.2,0.00044725060176923096,19.291043929615846,18.864841969566655
17.3,0.0004370423800151755,19.620121247586106,19.18031321353262
17.4,0.00042625160740100124,20.007775342759246,19.55239434258612
17.5,0.0004150112253479008,20.467221031560385,19.994122165433176
17.6,0.00040373567501685676,21.015762390697688,20.522592605308162
17.7,0.00039345552695566033,21.6766532417193,21.160844569885533
17.8,0.00038659556008723255,22.481964065147157,21.940768351031643
17.9,0.0003889193566382044,23.477129434291935,22.90772152401515
18.0,0.00041485827827002713,24.728281421956567,24.127967340194946
18.1,0.0005039052282288242,26.333568133969678,25.70014016805221
18.2,0.0007782488755170022,28.43438943937536,27.76666068848265
18.3,0.0016618587060733218,31.167704214127614,30.46621374446444
18.4,0.004252494241428575,34.07055096949661,33.338340351671405
18.5,0.006146453586685707,34.24576365218566,33.48899322275474
18.6,0.00429121037173204,31.29303256069553,30.521097022334757
18.7,0.0028852287757343293,28.34589219097129,27.570737433937012
18.8,0.0021676639301557955,26.095537861181306,25.330165442891875
18.9,0.0017745816708103026,24.435080369573477,23.69164640708916
19.0,0.0015374577110585023,23.22036361565031,22.508528455045646
19.1,0.0013830656490513506,22.34295730802186,21.669000264357273
19.2,0.001276688565832762,21.72333790003966,21.090139024819766
19.3,0.0012002996772511362,21.301843477711788,20.70947610420148
19.4,0.0011437933288860275,21.032955739367804,20.4795207982856
19.5,0.0011011420124349659,20.881681146319444,20.364100768243784
19.6,0.0010685673439967307,20.82101553847808,20.335649520950966
19.7,0.0010436048353407242,20.83001763190714,20.373078465734235
19.8,0.0010245951649941066,20.8922931699839,20.460091622932627
19.9,0.001010391758366615,20.99479561064608,20.583864443264535
20.0,0.0010001835068839695,21.126882334815917,20.734021130967438
20.1,0.000993380809866177,21.27957738588806,20.901850567076185
20.2,0.0009895367823161212,21.445000719967755,21.079710203002037
20.3,0.0009882874537912535,21.615934305679126,21.26058013916793
20.4,0.000989301304894419,21.785507215714716,21.437744042850454
20.5,0.0009922325374037996,21.946994089346457,21.604587918357076
20.6,0.0009966756079930264,22.093732600762436,21.754520545165686
20.7,0.001002121558615042,22.219173795964117,21.881028743341474
20.8,0.0010079197005876859,22.317081497166203,21.977883826972537
20.9,0.0010132506930000606,22.381890212528077,22.039509618000128
21.0,0.0010171177377820586,22.409213113984446,22.061505311616997
21.1,0.0010183600028552471,22.39646415973172,22.041289852424004
21.2,0.0010156858531520851,22.343528028694195,21.978804878376685
21.3,0.001007714494140777,22.253388655786146,21.877190766034005
21.4,0.0009930069864210148,22.13262014775527,21.74334225487467
21.5,0.0009700655608676324,21.99165118869241,21.588253251353
21.6,0.0009372856125515092,21.84472167891057,21.427058214331307
21.7,0.0008928555589273237,21.70944098475349,21.278650931293445
21.8,0.0008346114998927924,21.605830618507778,21.1647133249431
21.9,0.0007598634793196342,21.554726630174716,21.107967547205714
22.0,0.0006652199987270969,21.57549650924333,21.129568986559146
22.1,0.000546454621996598,21.683240442991938,21.245855748848147
22.2,0.0003984947985118311,21.885939624156805,21.465077695517614
22.3,0.0002156819080399903,22.18218867481741,21.784955693058468
22.4,-7.440835377718956e-06,22.560007851718296,22.191685248953313
22.5,-0.00027443959931019985,22.996823090671896,22.660389984166564
22.6,-0.000584035018110926,23.460386266034206,23.15657013387866
22.7,-0.0009259669501765924,23.910551976588913,23.63825571651106
22.8,-0.001277070852678675,24.302390485654367,24.05926942416409
22.9,-0.0016009080223345783,24.591470980939437,24.37447847866263
23.0,-0.0018548016716017977,24.741368499837996,24.547177946026537
23.1,-0.0020040130007146547,24.731338030667143,24.556622844169937
23.2,-0.002035365729226845,24.560389707013076,24.40198266394239
23.3,-0.001960633876375569,24.245219284776308,24.100184706090854
23.4,-0.0018081525667024386,23.813235143472102,23.6788849781866
23.5,-0.0016101865896839763,23.294580238832992,23.1684574787239
23.6,-0.0013938583380393034,22.7163786295393,22.596223773958762
23.7,-0.0011778556828186228,22.100082853398373,21.983793117860166
23.8,-0.0009730688098263803,21.461141367640835,21.34672823617743
23.9,-0.0007846977127064046,20.809839300562132,20.695387536374874
24.0,-0.000614354874832613,20.152485423149965,20.03611537323842
24.1,-0.00046164140227042394,19.492529558284264,19.37236421933846
24.2,-0.0003251702073485174,18.831471357775918,18.705610073142772
24.3,-0.00020317109305714116,18.169559214436866,18.036061071130963
24.4,-9.382235082188068e-05,17.506331294261457,17.36321347737134
24.5,4.581911832042398e-06,16.8410646952399,16.686324588451196
24.6,9.35571431527377e-05,16.173199075291535,16.00487423012519
24.7,0.00017440304931426562,15.502798557408896,15.319086130149728
24.8,0.00024820276465286695,14.831111731034564,14.63057815668437
24.9,0.00031583305671766877,14.161277797438869,13.94319746656841
25.0,0.0003779790505121738,13.499191632694158,13.264051613650178
25.1,0.0004351511986009543,12.854454469706083,12.604631967954049
25.2,0.00048770489979385286,12.241167106665007,11.98169664315362
25.3,0.0005358647964093944,11.678064302636681,11.417237430583405
25.4,0.0005797564138763885,11.187249274664461,10.936572814234793
25.5,0.0006194471859533267,10.790878346326217,10.563855179677944
25.6,0.0006549967221648821,10.505977190815443,10.315573941361153
25.7,0.0006865124889229445,10.33907508177804,10.194621600921383
25.8,0.0007142028140674462,10.283375652443588,10.188316732457572
25.9,0.0007384161847772978,10.32028065918344,10.271829168438062
26.0,0.0007596563865607208,10.424540286796745,10.415082810907421
26.1,0.0007785681667212001,10.570378018289684,10.589609001776154
26.2,0.0007958964184255214,10.736140558633949,10.7729497232684
26.3,0.0008124298178479435,10.906552320313644,10.95024399611048
26.4,0.0008289437308684243,11.072957987310284,11.113843880509748
26.5,0.0008461556000319655,11.232400292344451,11.26198641937089
26.6,0.0008647004440857844,11.38626228624238,11.397240573226433
26.7,0.0008851276589794446,11.538913668486135,11.525096269397377
26.8,0.0009079156436980103,11.696558189896376,11.652824072991264
26.9,0.0009334989188087953,11.866334201140535,11.78861040093504
27.0,0.0009623029486231418,12.05565370864052,11.940925551368943
27.1,0.0009947837986931994,12.271745461328258,12.118075387538108
27.2,0.0010314721642954174,12.521370182339549,12.327899624164209
27.3,0.0010730237526568266,12.810685732485279,12.577596789091901
27.4,0.0011202805167882224,13.145248578493412,12.873670365175995
27.5,0.0011743502219174003,13.530142395661526,13.221998671184059
27.6,0.0012367160118661076,13.970225328350361,13.62803224662648
27.7,0.0013093941998117357,14.47048643157719,14.097118811028711
27.8,0.0013951692897788337,15.036500997703765,14.634950126878422
27.9,0.0014979531636343663,15.674973306459298,15.248118529028433
28.0,0.001623344584655424,16.394347579298696,15.944758986815435
28.1,0.001779509055502643,17.205434056161664,16.735216856057704
28.2,0.001978547433836047,18.12188293529135,17.63256784111719
28.3,0.002238489087686103,19.15999182407377,18.652471927493004
28.4,0.002585498666817109,20.336313962412564,19.810827953846218
28.5,0.003052922133305205,21.658617130120188,21.114781663933012
28.6,0.0036612871536361785,23.098088981886985,22.53498904732355
28.7,0.004326678306426181,24.517493056460754,23.93384722435458
28.8,0.004653171036275654,25.55489250707099,24.94931707543092
28.9,0.004076181520574178,25.693099677960575,25.064496212674527
29.0,0.002871291067216279,24.813700213317137,24.161774742479864
29.1,0.0018487350657721625,23.383970509030483,22.709847309507033
29.2,0.0012400624198869474,21.88041989971139,21.187233589980387
29.3,0.0009224228166742119,20.531638835444134,19.824898118085454
29.4,0.0007665288114862764,19.410749398481503,18.69823030223338
29.5,0.0006965192162613791,18.527883267695945,17.81891155574195
29.6,0.0006726985645571094,17.86975799207939,17.17398921724309
29.7,0.0006744729022752482,17.413611880050276,16.73967825795334
29.8,0.0006909225215955829,17.132548788495743,16.487016182655985
29.9,0.0007160917802263539,16.9984780492214,16.385381476550894
30.0,0.0007466473374712183,16.984246215045957,16.405192072822746
30.1,0.0007806856730356701,17.06512251981214,16.519753034048023
30.2,0.0008171055392280333,17.219595570463177,16.70617675445617
30.3,0.0008552659074434378,17.429565141638,16.945529587482987
30.4,0.000894792794904322,17.680116175670925,17.222483461795417
30.5,0.0009354661961087143,17.959072727785813,17.52473619140611
30.6,0.0009771514917020496,18.256483973061062,17.842385104521053
30.7,0.0010197564860105553,18.56413706451357,18.167357783208754
30.8,0.0010632040708118348,18.875145899181078,18.492946280288855
30.9,0.0011074153941286703,19.18363590546764,18.81345841239395
31.0,0.0011523012141425545,19.484529515043537,19.123984315318086
31.1,0.0011977607137207307,19.773429728805045,19.42027059369788
31.2,0.001243687803590967,20.046595591551423,19.698692374276057
31.3,0.001289984969873697,20.301000398373418,19.95631189726289
31.4,0.0013365840820330104,20.534459502269836,20.19100931340953
31.5,0.0013834724159764202,20.745809476166595,20.40166694432591
31.6,0.0014307208014073696,20.935115065169285,20.58838344187385
31.7,0.0014785097909054017,21.10387654258485,20.75269079011601
31.8,0.001527149612507279,21.255209432732187,20.89774660762712
31.9,0.001577090699651292,21.393971830671283,21.028477420264963
32.0,0.0016289236045465547,21.52682093659489,21.151654574938874
32.1,0.001683369408397359,21.662187781702645,21.27589095155947
32.2,0.0017412634130396544,21.810165092366674,21.411551115156783
32.3,0.0018035351122740924,21.982306876153686,21.570569131025366
32.4,0.001871185683964354,22.19134127311972,21.766169033860123
32.5,0.0019452601309037478,22.450804531981746,22.01248796255296
32.6,0.0020268038642374574,22.774617894641796,22.324117054799572
32.7,0.0021167805115283765,23.176651389505043,22.71560242325028
32.8,0.0022159029719655762,23.67034221967429,23.200980979523024
32.9,0.0023242793020824774,24.268444433863362,23.793444560850947
33.0,0.0024406673450446522,24.982956620277804,24.505201383592556
33.1,0.0025608951380321167,25.825172457671197,25.347498848390533
33.2,0.0026744747400099652,26.805565320611315,26.330526352284682
33.3,0.0027572672442220643,27.93270020514379,27.462383862121527
33.4,0.0027556875527356946,29.20915562000345,28.74508059733195
33.5,0.002554754842825935,30.61961385625335,30.162701702341643
33.6,0.001928548841156661,32.10091226520096,31.651520358205794
33.7,0.0005436241155714683,33.48257546515356,33.04056862383589
33.8,-0.0016951081447846208,34.43439128392761,33.99923062837221
33.9,-0.003952970815171356,34.6019787925728,34.17281153220112
34.0,-0.005069160162571704,33.9662962715895,33.54203629973036
34.1,-0.00503512053645504,32.86346771169346,32.442862274581785
34.2,-0.004487210789303012,31.62675407289568,31.208435604775854
34.3,-0.0038453948660093673,30.43018754638792,30.01271205461988
34.4,-0.003262884272980566,29.335680632240532,28.917555152973048
34.5,-0.0027724456341044887,28.354655064495688,27.934357119817395
34.6,-0.0023679914141977914,27.480165049856097,27.05615707042933
34.7,-0.002034640802808939,26.700130515978003,26.27087208385637
34.8,-0.0017579199994872735,26.002236616758296,25.566197262530164
34.9,-0.0015259397998285832,25.37553786256334,24.931213067497993
35.0,-0.0013294553038985777,24.81082282710021,24.356755815702652
35.1,-0.001161403296151312,24.300541439570942,23.835353220874595
35.2,-0.001016399434626753,23.838600785163827,23.36103057112097
35.3,-0.0008903179729601929,23.420140938108737,22.929098335594013
35.4,-0.0007799669386054915,23.041326085057303,22.535955089663066
35.5,-0.0006828429008721939,22.69915668267474,22.17890929024765
35.6,-0.0005969459277524242,22.391297971880853,21.85601211037675
35.7,-0.000520638821431539,22.115918195050437,21.56589093798038
35.8,-0.0004525394592018316,21.871532276649038,21.307575714306786
35.9,-0.00039143930103676186,21.656851754283867,21.080316809379738
36.0,-0.0003362442982789209,21.470647912413586,20.883402409434012
36.1,-0.0002859362870073623,21.31164037452528,20.715993000689092
36.2,-0.00023955334733588075,21.178425422623654,20.576996689330098
36.3,-0.0001961866908711568,21.069455134943933,20.46500794280496
36.4,-0.00015498993525233046,20.983070010869454,20.37832226484109
36.5,-0.00011519501237369285,20.917576568837717,20.315022800458262
36.6,-7.612833377416275e-05,20.871351681611937,20.273118033249105
36.7,-3.7221684971346016e-05,20.842951015882136,20.25069934048211
36.8,1.9855531781113415e-06,20.831201301990298,20.246086883861828
36.9,4.1853606984182576e-05,20.835263690533804,20.257940989325483
37.0,8.265740343277013e-05,20.854664746781303,20.2853291394324
37.1,0.0001246067031864482,20.889299402977915,20.327750758406637
37.2,0.00016786818189199452,20.939414638832346,20.38512980916382
37.3,0.0002125869298660487,21.0055837101648,20.45778813855895
37.4,0.0002589057736188345,21.088679398493287,20.546411636993206
37.5,0.00030698175220864114,21.189852282718135,20.65201838677437
37.6,0.00035699978680185846,21.31051742832257,20.775934561858726
37.7,0.00040918398571144414,21.452350671057342,20.91978079080958
37.8,0.00046380714115462456,21.61729394962527,21.085469296405215
37.9,0.0005211988287312462,21.807567749357524,21.275210264708235
38.0,0.0005817521134752653,22.025687328438984,21.49152422417926
38.1,0.0006459281118259471,22.274477564902995,21.737255235925698
38.2,0.0007142563327087994,22.557078392352793,22.015576760167356
38.3,0.0007873263654930387,22.876928032801075,22.32997726917603
38.4,0.0008657622398678685,23.23770328015213,22.684204674458655
38.5,0.0009501631171062471,23.643182885481195,23.082135336988543
38.6,0.0010409802731453682,24.09697849038658,23.527511649090616
38.7,0.0011382766125794096,24.602043114754068,24.023457464853294
38.8,0.0012412766578258991,25.159815206211526,24.571628294467935
38.9,0.0013475626320049458,25.768786962524125,25.17078347616644
39.0,0.0014517328049057981,26.42222234280478,25.814503902782814
39.1,0.0015434249721748984,27.104787971834007,26.487816566962064
39.2,0.0016051335760524613,27.788262725832617,27.16289012977761
39.3,0.0016117315893824967,28.427761325127644,27.79523625386532
39.4,0.0015358789064378727,28.96236454101893,28.3243103892946
39.5,0.0013629591733138767,29.325999304698087,28.68435844391549
39.6,0.0011090744499973877,29.470248421227886,28.827194048328387
39.7,0.0008221815553897777,29.387555056948177,28.745377481574454
39.8,0.0005576114142997638,29.1154777318687,28.476457203927623
39.9,0.00035067937695709836,28.717877651284397,28.084158740411517
40.0,0.000209942131141158,28.259868241511438,27.63335041337068
40.1,0.00012699537946877842,27.792546083638065,27.17480161386763
40.2,8.790777885921207e-05,27.349533542373052,26.74175844394253
40.3,7.96289458731605e-05,26.949856697271166,26.352854574309244
40.4,9.207265833757953e-05,26.60234571738335,26.01653985425406
40.5,0.00011811433468986953,26.309404238539884,25.734870570988214
40.6,0.00015294603078369826,26.06967348752808,25.50618642059998
40.7,0.00019339848275034204,25.87974829742845,25.32683215300969
40.8,0.00023740715539779676,25.735223865887377,25.192204392712867
40.9,0.00028363446701030386,25.631308481140632,25.097360743818125
41.0,0.0003312150324694328,25.56316710781126,25.03735778575348
41.1,0.00037958763266794,25.52610345942322,25.007426934285878
41.2,0.00042838559208424403,25.515649025198197,25.003057573865526
41.3,0.00047736593771406844,25.527602543157364,25.020031528718512
41.4,0.0005263644851476967,25.558047903206752,25.0544371493337
41.5,0.0005752686899478587,25.60336878647523,25.102681411230545
41.6,0.0006240031470288809,25.66027199269231,25.16151192814993
41.7,0.0006725244621812736,25.725826693280432,25.228055966070787
41.8,0.0007208231944031938,25.797522673092082,25.29987928493849
41.9,0.0007689309238145632,25.87334635717774,25.375063284482696
42.0,0.0008169304524299622,25.9518688906348,25.452294311499312
42.1,0.000864966922006664,26.03233606502238,25.53095441761577
42.2,0.0009132574832269706,26.114746230836623,25.611199122604287
42.3,0.0009620973045283349,26.19990054309492,25.694005910759465
42.4,0.0010118603026094987,26.289410925379634,25.781178277770877
42.5,0.0010629939757888292,26.385655467160902,25.875294656017935
42.6,0.0011160089003787663,26.491678191072605,25.979599104164027
42.7,0.0011714644640695975,26.61103891487212,26.097839911980863
42.8,0.0012299529292893318,26.74762733662737,26.23407122060155
42.9,0.001292083763263901,26.905461495890535,26.392439265587555
43.0,0.0013584693594706956,27.088492983763594,26.57697733094465
43.1,0.0014297119711277817,27.300439238178058,26.79143137282051
43.2,0.0015063900600045096,27.544657537964035,27.039132064938602
43.3,0.0015890403942908945,27.824067217147803,27.32292014271897
43.4,0.0016781299551833833,28.141117746425657,27.64512216906501
43.5,0.0017740086174429614,28.497792018052515,28.007564797718587
43.6,0.0018768289392537686,28.895627121846847,28.41160815263788
43.7,0.0019864121687995476,29.33572894467028,28.858172970010134
43.8,0.0021020283105992244,29.81875100810035,29.347730546580802
43.9,0.002222041122731441,30.344800286143695,29.880217368652723
44.0,0.0023433451615951536,30.91322110989637,30.454825195643945
44.1,0.002460493804776023,31.522190772991443,31.069600323927816
44.2,0.0025643983247128983,32.1680374295791,31.720763029724246
44.3,0.0026405130295878865,32.84416991319589,32.401637366869124
44.4,0.0026666236170892494,33.5395168142832,33.10108922055517
44.5,0.0026109542666468265,34.23647625283925,33.8014745512495
44.6,0.00243259861032331,34.90871035336246,34.47643222673441
44.7,0.0020881173636257766,35.51983702842228,35.08957432046743
44.8,0.001548514084364079,36.02508517781648,35.59614014122395
44.9,0.000824773090841354,36.37832481440347,35.95002556139166
45.0,-1.4285448822625784e-05,36.544592286573916,36.116307781290594
45.1,-0.0008556322308330097,36.51289993701876,36.08405475862436
45.2,-0.0015879651811093922,36.300817591527256,35.870906517740934
45.3,-0.0021453594297891217,35.947234820958776,35.51583704519104
45.4,-0.002517348840460833,35.49879975596044,35.065592273713904
45.5,-0.0027304361101087526,34.9983783932509,34.563147802776314
45.6,-0.0028242693888047643,34.47938793638416,34.04203963630551
45.7,-0.0028363447029428773,33.96501928540501,33.525582873668505
45.8,-0.0027960908000272916,33.46986622459486,33.02849587154226
45.9,-0.0027243965793161302,33.00213781145356,32.559106551548886
46.0,-0.0026352055405645144,32.565617907875335,32.12130519994873
46.1,-0.00253743439594137,32.161154025765946,31.71602655440989
46.2,-0.0024365820726474498,31.787718952781447,31.342305408865695
46.3,-0.002335910933948165,31.443156423393294,30.998017780867166
46.4,-0.0022372610714786858,31.124712835708003,30.680410278553097
46.5,-0.002141593681495297,30.829427063436547,30.386490068986575
46.6,-0.002049346692276494,30.55442166082278,30.11331873031328
46.7,-0.0019606634989137936,30.297117901070333,29.858232047982355
46.8,-0.0018755364355959204,30.05538496599959,29.61899541558242
